"table_column_name","description"
S444433,Energy and Water// Total working outside district of residence// Persons// SEG of residents aged 16 or over in employment (10% Sample)
S444434,Manufacturing// Total working outside district of residence// Persons// SEG of residents aged 16 or over in employment (10% Sample)
S444435,Construction// Total working outside district of residence// Persons// SEG of residents aged 16 or over in employment (10% Sample)
S444436,Distribution and Catering// Total working outside district of residence// Persons// SEG of residents aged 16 or over in employment (10% Sample)
S444437,Transport// Total working outside district of residence// Persons// SEG of residents aged 16 or over in employment (10% Sample)
S444438,Other Services// Total working outside district of residence// Persons// SEG of residents aged 16 or over in employment (10% Sample)
S444439,Total in employment// Total working outside district of residence// Persons// SEG of residents aged 16 or over in employment (10% Sample)
S444440,Working full time// Total working outside district of residence// Persons// SEG of residents aged 16 or over in employment (10% Sample)
S444441,Working part time// Total working outside district of residence// Persons// SEG of residents aged 16 or over in employment (10% Sample)
S454442,"TOTAL: Households with resident persons// 100 Percent Sample// Persons// Residents, private households with residents (100% and 10% Sample)"
S454443,"Resident persons Not in private households// 100 Percent Sample// Persons// Residents, private households with residents (100% and 10% Sample)"
S454444,"Resident persons In private households// 100 Percent Sample// Persons// Residents, private households with residents (100% and 10% Sample)"
S454445,"In private households// 100 Percent Sample// Persons// Residents, private households with residents (100% and 10% Sample)"
S454446,"TOTAL: Households with resident persons// 10 Percent Sample// Persons// Residents, private households with residents (100% and 10% Sample)"
S454447,"Resident persons Not in private households// 10 Percent Sample// Persons// Residents, private households with residents (100% and 10% Sample)"
S454448,"Resident persons In private households// 10 Percent Sample// Persons// Residents, private households with residents (100% and 10% Sample)"
S454449,"In private households// 10 Percent Sample// Persons// Residents, private households with residents (100% and 10% Sample)"
S464450,Age 16+// Total in employment// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464451,Age 16+// Agriculture// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464452,Age 16+// Energy and Water// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464453,Age 16+// Manufacturing// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464454,Age 16+// Construction// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464455,Age 16+// Distribution and Catering// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464456,Age 16+// Transport// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464457,Age 16+// Other Services// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464458,Age 16-29// Total in employment// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464459,Age 16-29// Agriculture// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464460,Age 16-29// Energy and Water// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464461,Age 16-29// Manufacturing// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464462,Age 16-29// Construction// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464463,Age 16-29// Distribution and Catering// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464464,Age 16-29// Transport// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464465,Age 16-29// Other Services// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464466,Age 30-44// Total in employment// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464467,Age 30-44// Agriculture// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464468,Age 30-44// Energy and Water// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464469,Age 30-44// Manufacturing// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464470,Age 30-44// Construction// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464471,Age 30-44// Distribution and Catering// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464472,Age 30-44// Transport// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464473,Age 30-44// Other Services// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464474,Age 45-64// Total in employment// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464475,Age 45-64// Agriculture// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464476,Age 45-64// Energy and Water// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464477,Age 45-64// Manufacturing// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464478,Age 45-64// Construction// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464479,Age 45-64// Distribution and Catering// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464480,Age 45-64// Transport// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464481,Age 45-64// Other Services// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464482,Age 65+// Total in employment// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464483,Age 65+// Agriculture// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464484,Age 65+// Energy and Water// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464485,Age 65+// Manufacturing// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464486,Age 65+// Construction// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464487,Age 65+// Distribution and Catering// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464488,Age 65+// Transport// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464489,Age 65+// Other Services// Males// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464490,Age 16+// Total in employment// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464491,Age 16+// Agriculture// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464492,Age 16+// Energy and Water// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464493,Age 16+// Manufacturing// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464494,Age 16+// Construction// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464495,Age 16+// Distribution and Catering// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464496,Age 16+// Transport// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464497,Age 16+// Other Services// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464498,Age 16-29// Total in employment// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464499,Age 16-29// Agriculture// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464500,Age 16-29// Energy and Water// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464501,Age 16-29// Manufacturing// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464502,Age 16-29// Construction// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464503,Age 16-29// Distribution and Catering// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464504,Age 16-29// Transport// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464505,Age 16-29// Other Services// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464506,Age 30-44// Total in employment// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464507,Age 30-44// Agriculture// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464508,Age 30-44// Energy and Water// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464509,Age 30-44// Manufacturing// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464510,Age 30-44// Construction// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464511,Age 30-44// Distribution and Catering// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464512,Age 30-44// Transport// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464513,Age 30-44// Other Services// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464514,Age 45-64// Total in employment// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464515,Age 45-64// Agriculture// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464516,Age 45-64// Energy and Water// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464517,Age 45-64// Manufacturing// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464518,Age 45-64// Construction// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464519,Age 45-64// Distribution and Catering// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464520,Age 45-64// Transport// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464521,Age 45-64// Other Services// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464522,Age 65+// Total in employment// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464523,Age 65+// Agriculture// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464524,Age 65+// Energy and Water// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464525,Age 65+// Manufacturing// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464526,Age 65+// Construction// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464527,Age 65+// Distribution and Catering// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464528,Age 65+// Transport// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S464529,Age 65+// Other Services// Females// Persons// Industry of persons Aged 16 and over in employment (10% Sample)
S474530,Car pool// 1: Employers and managers in large establishments// Persons// Residents aged 16 and over in employment
S474531,Car passenger// 1: Employers and managers in large establishments// Persons// Residents aged 16 and over in employment
S474532,Car driver// 1: Employers and managers in large establishments// Persons// Residents aged 16 and over in employment
S474533,Bus// 1: Employers and managers in large establishments// Persons// Residents aged 16 and over in employment
S474534,BR train// 1: Employers and managers in large establishments// Persons// Residents aged 16 and over in employment
S474535,Underground// 1: Employers and managers in large establishments// Persons// Residents aged 16 and over in employment
S474536,Motorcycle// 1: Employers and managers in large establishments// Persons// Residents aged 16 and over in employment
S474537,Pedal cycle// 1: Employers and managers in large establishments// Persons// Residents aged 16 and over in employment
S474538,On foot// 1: Employers and managers in large establishments// Persons// Residents aged 16 and over in employment
S474539,Other and not stated// 1: Employers and managers in large establishments// Persons// Residents aged 16 and over in employment
S474540,Works at home// 1: Employers and managers in large establishments// Persons// Residents aged 16 and over in employment
S474541,Car pool// 2: Employers and managers in small establishments// Persons// Residents aged 16 and over in employment
S474542,Car passenger// 2: Employers and managers in small establishments// Persons// Residents aged 16 and over in employment
S474543,Car driver// 2: Employers and managers in small establishments// Persons// Residents aged 16 and over in employment
S474544,Bus// 2: Employers and managers in small establishments// Persons// Residents aged 16 and over in employment
S474545,BR train// 2: Employers and managers in small establishments// Persons// Residents aged 16 and over in employment
S474546,Underground// 2: Employers and managers in small establishments// Persons// Residents aged 16 and over in employment
S474547,Motorcycle// 2: Employers and managers in small establishments// Persons// Residents aged 16 and over in employment
S474548,Pedal cycle// 2: Employers and managers in small establishments// Persons// Residents aged 16 and over in employment
S474549,On foot// 2: Employers and managers in small establishments// Persons// Residents aged 16 and over in employment
S474550,Other and not stated// 2: Employers and managers in small establishments// Persons// Residents aged 16 and over in employment
S474551,Works at home// 2: Employers and managers in small establishments// Persons// Residents aged 16 and over in employment
S474552,Car pool// 3: Professional workers - self-employed// Persons// Residents aged 16 and over in employment
S474553,Car passenger// 3: Professional workers - self-employed// Persons// Residents aged 16 and over in employment
S474554,Car driver// 3: Professional workers - self-employed// Persons// Residents aged 16 and over in employment
S474555,Bus// 3: Professional workers - self-employed// Persons// Residents aged 16 and over in employment
S474556,BR train// 3: Professional workers - self-employed// Persons// Residents aged 16 and over in employment
S474557,Underground// 3: Professional workers - self-employed// Persons// Residents aged 16 and over in employment
S474558,Motorcycle// 3: Professional workers - self-employed// Persons// Residents aged 16 and over in employment
S474559,Pedal cycle// 3: Professional workers - self-employed// Persons// Residents aged 16 and over in employment
S474560,On foot// 3: Professional workers - self-employed// Persons// Residents aged 16 and over in employment
S474561,Other and not stated// 3: Professional workers - self-employed// Persons// Residents aged 16 and over in employment
S474562,Works at home// 3: Professional workers - self-employed// Persons// Residents aged 16 and over in employment
S474563,Car pool// 4: Professional workers - employees// Persons// Residents aged 16 and over in employment
S474564,Car passenger// 4: Professional workers - employees// Persons// Residents aged 16 and over in employment
S474565,Car driver// 4: Professional workers - employees// Persons// Residents aged 16 and over in employment
S474566,Bus// 4: Professional workers - employees// Persons// Residents aged 16 and over in employment
S474567,BR train// 4: Professional workers - employees// Persons// Residents aged 16 and over in employment
S474568,Underground// 4: Professional workers - employees// Persons// Residents aged 16 and over in employment
S474569,Motorcycle// 4: Professional workers - employees// Persons// Residents aged 16 and over in employment
S474570,Pedal cycle// 4: Professional workers - employees// Persons// Residents aged 16 and over in employment
S474571,On foot// 4: Professional workers - employees// Persons// Residents aged 16 and over in employment
S474572,Other and not stated// 4: Professional workers - employees// Persons// Residents aged 16 and over in employment
S474573,Works at home// 4: Professional workers - employees// Persons// Residents aged 16 and over in employment
S474574,Car pool// 5.1: Ancillary workers and artists// Persons// Residents aged 16 and over in employment
S474575,Car passenger// 5.1: Ancillary workers and artists// Persons// Residents aged 16 and over in employment
S474576,Car driver// 5.1: Ancillary workers and artists// Persons// Residents aged 16 and over in employment
S474577,Bus// 5.1: Ancillary workers and artists// Persons// Residents aged 16 and over in employment
S474578,BR train// 5.1: Ancillary workers and artists// Persons// Residents aged 16 and over in employment
S474579,Underground// 5.1: Ancillary workers and artists// Persons// Residents aged 16 and over in employment
S474580,Motorcycle// 5.1: Ancillary workers and artists// Persons// Residents aged 16 and over in employment
S474581,Pedal cycle// 5.1: Ancillary workers and artists// Persons// Residents aged 16 and over in employment
S474582,On foot// 5.1: Ancillary workers and artists// Persons// Residents aged 16 and over in employment
S474583,Other and not stated// 5.1: Ancillary workers and artists// Persons// Residents aged 16 and over in employment
S474584,Works at home// 5.1: Ancillary workers and artists// Persons// Residents aged 16 and over in employment
S474585,Car pool// 5.2: Foremen and supervisors - non-manual// Persons// Residents aged 16 and over in employment
S474586,Car passenger// 5.2: Foremen and supervisors - non-manual// Persons// Residents aged 16 and over in employment
S474587,Car driver// 5.2: Foremen and supervisors - non-manual// Persons// Residents aged 16 and over in employment
S474588,Bus// 5.2: Foremen and supervisors - non-manual// Persons// Residents aged 16 and over in employment
S474589,BR train// 5.2: Foremen and supervisors - non-manual// Persons// Residents aged 16 and over in employment
S474590,Underground// 5.2: Foremen and supervisors - non-manual// Persons// Residents aged 16 and over in employment
S474591,Motorcycle// 5.2: Foremen and supervisors - non-manual// Persons// Residents aged 16 and over in employment
S474592,Pedal cycle// 5.2: Foremen and supervisors - non-manual// Persons// Residents aged 16 and over in employment
S474593,On foot// 5.2: Foremen and supervisors - non-manual// Persons// Residents aged 16 and over in employment
S474594,Other and not stated// 5.2: Foremen and supervisors - non-manual// Persons// Residents aged 16 and over in employment
S474595,Works at home// 5.2: Foremen and supervisors - non-manual// Persons// Residents aged 16 and over in employment
S474596,Car pool// 6: Junior non-manual workers// Persons// Residents aged 16 and over in employment
S474597,Car passenger// 6: Junior non-manual workers// Persons// Residents aged 16 and over in employment
S474598,Car driver// 6: Junior non-manual workers// Persons// Residents aged 16 and over in employment
S474599,Bus// 6: Junior non-manual workers// Persons// Residents aged 16 and over in employment
S474600,BR train// 6: Junior non-manual workers// Persons// Residents aged 16 and over in employment
S474601,Underground// 6: Junior non-manual workers// Persons// Residents aged 16 and over in employment
S474602,Motorcycle// 6: Junior non-manual workers// Persons// Residents aged 16 and over in employment
S474603,Pedal cycle// 6: Junior non-manual workers// Persons// Residents aged 16 and over in employment
S474604,On foot// 6: Junior non-manual workers// Persons// Residents aged 16 and over in employment
S474605,Other and not stated// 6: Junior non-manual workers// Persons// Residents aged 16 and over in employment
S474606,Works at home// 6: Junior non-manual workers// Persons// Residents aged 16 and over in employment
S474607,Car pool// 7: Personal service workers// Persons// Residents aged 16 and over in employment
S474608,Car passenger// 7: Personal service workers// Persons// Residents aged 16 and over in employment
S474609,Car driver// 7: Personal service workers// Persons// Residents aged 16 and over in employment
S474610,Bus// 7: Personal service workers// Persons// Residents aged 16 and over in employment
S474611,BR train// 7: Personal service workers// Persons// Residents aged 16 and over in employment
S474612,Underground// 7: Personal service workers// Persons// Residents aged 16 and over in employment
S474613,Motorcycle// 7: Personal service workers// Persons// Residents aged 16 and over in employment
S474614,Pedal cycle// 7: Personal service workers// Persons// Residents aged 16 and over in employment
S474615,On foot// 7: Personal service workers// Persons// Residents aged 16 and over in employment
S474616,Other and not stated// 7: Personal service workers// Persons// Residents aged 16 and over in employment
S474617,Works at home// 7: Personal service workers// Persons// Residents aged 16 and over in employment
S474618,Car pool// 8: Foremen and supervisors - manual// Persons// Residents aged 16 and over in employment
S474619,Car passenger// 8: Foremen and supervisors - manual// Persons// Residents aged 16 and over in employment
S474620,Car driver// 8: Foremen and supervisors - manual// Persons// Residents aged 16 and over in employment
S474621,Bus// 8: Foremen and supervisors - manual// Persons// Residents aged 16 and over in employment
S474622,BR train// 8: Foremen and supervisors - manual// Persons// Residents aged 16 and over in employment
S474623,Underground// 8: Foremen and supervisors - manual// Persons// Residents aged 16 and over in employment
S474624,Motorcycle// 8: Foremen and supervisors - manual// Persons// Residents aged 16 and over in employment
S474625,Pedal cycle// 8: Foremen and supervisors - manual// Persons// Residents aged 16 and over in employment
S474626,On foot// 8: Foremen and supervisors - manual// Persons// Residents aged 16 and over in employment
S474627,Other and not stated// 8: Foremen and supervisors - manual// Persons// Residents aged 16 and over in employment
S474628,Works at home// 8: Foremen and supervisors - manual// Persons// Residents aged 16 and over in employment
S474629,Car pool// 9: Skilled manual workers// Persons// Residents aged 16 and over in employment
S474630,Car passenger// 9: Skilled manual workers// Persons// Residents aged 16 and over in employment
S474631,Car driver// 9: Skilled manual workers// Persons// Residents aged 16 and over in employment
S474632,Bus// 9: Skilled manual workers// Persons// Residents aged 16 and over in employment
S474633,BR train// 9: Skilled manual workers// Persons// Residents aged 16 and over in employment
S474634,Underground// 9: Skilled manual workers// Persons// Residents aged 16 and over in employment
S474635,Motorcycle// 9: Skilled manual workers// Persons// Residents aged 16 and over in employment
S474636,Pedal cycle// 9: Skilled manual workers// Persons// Residents aged 16 and over in employment
S474637,On foot// 9: Skilled manual workers// Persons// Residents aged 16 and over in employment
S474638,Other and not stated// 9: Skilled manual workers// Persons// Residents aged 16 and over in employment
S474639,Works at home// 9: Skilled manual workers// Persons// Residents aged 16 and over in employment
S474640,Car pool// 10: Semi-skilled manual workers// Persons// Residents aged 16 and over in employment
S474641,Car passenger// 10: Semi-skilled manual workers// Persons// Residents aged 16 and over in employment
S474642,Car driver// 10: Semi-skilled manual workers// Persons// Residents aged 16 and over in employment
S474643,Bus// 10: Semi-skilled manual workers// Persons// Residents aged 16 and over in employment
S474644,BR train// 10: Semi-skilled manual workers// Persons// Residents aged 16 and over in employment
S474645,Underground// 10: Semi-skilled manual workers// Persons// Residents aged 16 and over in employment
S474646,Motorcycle// 10: Semi-skilled manual workers// Persons// Residents aged 16 and over in employment
S474647,Pedal cycle// 10: Semi-skilled manual workers// Persons// Residents aged 16 and over in employment
S474648,On foot// 10: Semi-skilled manual workers// Persons// Residents aged 16 and over in employment
S474649,Other and not stated// 10: Semi-skilled manual workers// Persons// Residents aged 16 and over in employment
S474650,Works at home// 10: Semi-skilled manual workers// Persons// Residents aged 16 and over in employment
S474651,Car pool// 11: Unskilled manual workers// Persons// Residents aged 16 and over in employment
S474652,Car passenger// 11: Unskilled manual workers// Persons// Residents aged 16 and over in employment
S474653,Car driver// 11: Unskilled manual workers// Persons// Residents aged 16 and over in employment
S474654,Bus// 11: Unskilled manual workers// Persons// Residents aged 16 and over in employment
S474655,BR train// 11: Unskilled manual workers// Persons// Residents aged 16 and over in employment
S474656,Underground// 11: Unskilled manual workers// Persons// Residents aged 16 and over in employment
S474657,Motorcycle// 11: Unskilled manual workers// Persons// Residents aged 16 and over in employment
S474658,Pedal cycle// 11: Unskilled manual workers// Persons// Residents aged 16 and over in employment
S474659,On foot// 11: Unskilled manual workers// Persons// Residents aged 16 and over in employment
S474660,Other and not stated// 11: Unskilled manual workers// Persons// Residents aged 16 and over in employment
S474661,Works at home// 11: Unskilled manual workers// Persons// Residents aged 16 and over in employment
S474662,Car pool// 12: Own account workers (other than professional)// Persons// Residents aged 16 and over in employment
S474663,Car passenger// 12: Own account workers (other than professional)// Persons// Residents aged 16 and over in employment
S474664,Car driver// 12: Own account workers (other than professional)// Persons// Residents aged 16 and over in employment
S474665,Bus// 12: Own account workers (other than professional)// Persons// Residents aged 16 and over in employment
S474666,BR train// 12: Own account workers (other than professional)// Persons// Residents aged 16 and over in employment
S474667,Underground// 12: Own account workers (other than professional)// Persons// Residents aged 16 and over in employment
S474668,Motorcycle// 12: Own account workers (other than professional)// Persons// Residents aged 16 and over in employment
S474669,Pedal cycle// 12: Own account workers (other than professional)// Persons// Residents aged 16 and over in employment
S474670,On foot// 12: Own account workers (other than professional)// Persons// Residents aged 16 and over in employment
S474671,Other and not stated// 12: Own account workers (other than professional)// Persons// Residents aged 16 and over in employment
S474672,Works at home// 12: Own account workers (other than professional)// Persons// Residents aged 16 and over in employment
S474673,Car pool// 13: Farmers - employers and managers// Persons// Residents aged 16 and over in employment
S474674,Car passenger// 13: Farmers - employers and managers// Persons// Residents aged 16 and over in employment
S474675,Car driver// 13: Farmers - employers and managers// Persons// Residents aged 16 and over in employment
S474676,Bus// 13: Farmers - employers and managers// Persons// Residents aged 16 and over in employment
S474677,BR train// 13: Farmers - employers and managers// Persons// Residents aged 16 and over in employment
S474678,Underground// 13: Farmers - employers and managers// Persons// Residents aged 16 and over in employment
S474679,Motorcycle// 13: Farmers - employers and managers// Persons// Residents aged 16 and over in employment
S474680,Pedal cycle// 13: Farmers - employers and managers// Persons// Residents aged 16 and over in employment
S474681,On foot// 13: Farmers - employers and managers// Persons// Residents aged 16 and over in employment
S474682,Other and not stated// 13: Farmers - employers and managers// Persons// Residents aged 16 and over in employment
S474683,Works at home// 13: Farmers - employers and managers// Persons// Residents aged 16 and over in employment
S474684,Car pool// 14: Farmers - own account// Persons// Residents aged 16 and over in employment
S474685,Car passenger// 14: Farmers - own account// Persons// Residents aged 16 and over in employment
S474686,Car driver// 14: Farmers - own account// Persons// Residents aged 16 and over in employment
S474687,Bus// 14: Farmers - own account// Persons// Residents aged 16 and over in employment
S474688,BR train// 14: Farmers - own account// Persons// Residents aged 16 and over in employment
S474689,Underground// 14: Farmers - own account// Persons// Residents aged 16 and over in employment
S474690,Motorcycle// 14: Farmers - own account// Persons// Residents aged 16 and over in employment
S474691,Pedal cycle// 14: Farmers - own account// Persons// Residents aged 16 and over in employment
S474692,On foot// 14: Farmers - own account// Persons// Residents aged 16 and over in employment
S474693,Other and not stated// 14: Farmers - own account// Persons// Residents aged 16 and over in employment
S474694,Works at home// 14: Farmers - own account// Persons// Residents aged 16 and over in employment
S474695,Car pool// 15: Agricultural workers// Persons// Residents aged 16 and over in employment
S474696,Car passenger// 15: Agricultural workers// Persons// Residents aged 16 and over in employment
S474697,Car driver// 15: Agricultural workers// Persons// Residents aged 16 and over in employment
S474698,Bus// 15: Agricultural workers// Persons// Residents aged 16 and over in employment
S474699,BR train// 15: Agricultural workers// Persons// Residents aged 16 and over in employment
S474700,Underground// 15: Agricultural workers// Persons// Residents aged 16 and over in employment
S474701,Motorcycle// 15: Agricultural workers// Persons// Residents aged 16 and over in employment
S474702,Pedal cycle// 15: Agricultural workers// Persons// Residents aged 16 and over in employment
S474703,On foot// 15: Agricultural workers// Persons// Residents aged 16 and over in employment
S474704,Other and not stated// 15: Agricultural workers// Persons// Residents aged 16 and over in employment
S474705,Works at home// 15: Agricultural workers// Persons// Residents aged 16 and over in employment
S474706,Car pool// 16: Members of Armed Forces// Persons// Residents aged 16 and over in employment
S474707,Car passenger// 16: Members of Armed Forces// Persons// Residents aged 16 and over in employment
S474708,Car driver// 16: Members of Armed Forces// Persons// Residents aged 16 and over in employment
S474709,Bus// 16: Members of Armed Forces// Persons// Residents aged 16 and over in employment
S474710,BR train// 16: Members of Armed Forces// Persons// Residents aged 16 and over in employment
S474711,Underground// 16: Members of Armed Forces// Persons// Residents aged 16 and over in employment
S474712,Motorcycle// 16: Members of Armed Forces// Persons// Residents aged 16 and over in employment
S474713,Pedal cycle// 16: Members of Armed Forces// Persons// Residents aged 16 and over in employment
S474714,On foot// 16: Members of Armed Forces// Persons// Residents aged 16 and over in employment
S474715,Other and not stated// 16: Members of Armed Forces// Persons// Residents aged 16 and over in employment
S474716,Works at home// 16: Members of Armed Forces// Persons// Residents aged 16 and over in employment
S474717,Car pool// 17: Inadequately described or not stated occupations// Persons// Residents aged 16 and over in employment
S474718,Car passenger// 17: Inadequately described or not stated occupations// Persons// Residents aged 16 and over in employment
S474719,Car driver// 17: Inadequately described or not stated occupations// Persons// Residents aged 16 and over in employment
S474720,Bus// 17: Inadequately described or not stated occupations// Persons// Residents aged 16 and over in employment
S474721,BR train// 17: Inadequately described or not stated occupations// Persons// Residents aged 16 and over in employment
S474722,Underground// 17: Inadequately described or not stated occupations// Persons// Residents aged 16 and over in employment
S474723,Motorcycle// 17: Inadequately described or not stated occupations// Persons// Residents aged 16 and over in employment
S474724,Pedal cycle// 17: Inadequately described or not stated occupations// Persons// Residents aged 16 and over in employment
S474725,On foot// 17: Inadequately described or not stated occupations// Persons// Residents aged 16 and over in employment
S474726,Other and not stated// 17: Inadequately described or not stated occupations// Persons// Residents aged 16 and over in employment
S474727,Works at home// 17: Inadequately described or not stated occupations// Persons// Residents aged 16 and over in employment
S474728,Car pool// TOTAL: Socio-Economic Group (SEG)// Persons// Residents aged 16 and over in employment
S474729,Car passenger// TOTAL: Socio-Economic Group (SEG)// Persons// Residents aged 16 and over in employment
S474730,Car driver// TOTAL: Socio-Economic Group (SEG)// Persons// Residents aged 16 and over in employment
S474731,Bus// TOTAL: Socio-Economic Group (SEG)// Persons// Residents aged 16 and over in employment
S474732,BR train// TOTAL: Socio-Economic Group (SEG)// Persons// Residents aged 16 and over in employment
S474733,Underground// TOTAL: Socio-Economic Group (SEG)// Persons// Residents aged 16 and over in employment
S474734,Motorcycle// TOTAL: Socio-Economic Group (SEG)// Persons// Residents aged 16 and over in employment
S474735,Pedal cycle// TOTAL: Socio-Economic Group (SEG)// Persons// Residents aged 16 and over in employment
S474736,On foot// TOTAL: Socio-Economic Group (SEG)// Persons// Residents aged 16 and over in employment
S474737,Other and not stated// TOTAL: Socio-Economic Group (SEG)// Persons// Residents aged 16 and over in employment
S474738,Works at home// TOTAL: Socio-Economic Group (SEG)// Persons// Residents aged 16 and over in employment
S474739,Car pool// Males// Persons// Residents aged 16 and over in employment
S474740,Car passenger// Males// Persons// Residents aged 16 and over in employment
S474741,Car driver// Males// Persons// Residents aged 16 and over in employment
S474742,Bus// Males// Persons// Residents aged 16 and over in employment
S474743,BR train// Males// Persons// Residents aged 16 and over in employment
S474744,Underground// Males// Persons// Residents aged 16 and over in employment
S474745,Motorcycle// Males// Persons// Residents aged 16 and over in employment
S474746,Pedal cycle// Males// Persons// Residents aged 16 and over in employment
S474747,On foot// Males// Persons// Residents aged 16 and over in employment
S474748,Other and not stated// Males// Persons// Residents aged 16 and over in employment
S474749,Works at home// Males// Persons// Residents aged 16 and over in employment
S474750,Car pool// Females// Persons// Residents aged 16 and over in employment
S474751,Car passenger// Females// Persons// Residents aged 16 and over in employment
S474752,Car driver// Females// Persons// Residents aged 16 and over in employment
S474753,Bus// Females// Persons// Residents aged 16 and over in employment
S474754,BR train// Females// Persons// Residents aged 16 and over in employment
S474755,Underground// Females// Persons// Residents aged 16 and over in employment
S474756,Motorcycle// Females// Persons// Residents aged 16 and over in employment
